field,label,description,temporal,category,subcategory,identifier
3915-6,Pentazocine [Presence] in Serum or Plasma,Pentazocine [Presence] in Serum or Plasma,1,Laboratory,Pentazocine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3917-2,Pentazocine [Presence] in Urine,Pentazocine [Presence] in Urine,1,Laboratory,Pentazocine|ANYProp|ANYTm|ANYSys|ANYMeth,0
16219-8,Pentazocine [Presence] in Urine by Confirmatory method,Pentazocine [Presence] in Urine by Confirmatory method,1,Laboratory,Pentazocine|ANYProp|ANYTm|ANYSys|ANYMeth,0
60149-2,Pentazocine [Mass/volume] in Blood,Pentazocine [Mass/volume] in Blood,1,Laboratory,Pentazocine|MCnc|Pt|ANYBldSerPlas,0
3916-4,Pentazocine [Mass/volume] in Serum or Plasma,Pentazocine [Mass/volume] in Serum or Plasma,1,Laboratory,Pentazocine|MCnc|Pt|ANYBldSerPlas,0
26918-3,Pentobarbital [Mass/mass] in Hair,Pentobarbital [Mass/mass] in Hair,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
27308-6,Pentobarbital [Mass/mass] in Meconium,Pentobarbital [Mass/mass] in Meconium,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
27243-5,Pentobarbital [Mass/mass] in Stool,Pentobarbital [Mass/mass] in Stool,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
60153-4,Pentobarbital [Mass/mass] in Tissue,Pentobarbital [Mass/mass] in Tissue,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
60151-8,Pentobarbital [Mass/volume] in Blood,Pentobarbital [Mass/volume] in Blood,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
60152-6,Pentobarbital [Mass/volume] in Body fluid,Pentobarbital [Mass/volume] in Body fluid,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
17431-8,Pentobarbital [Mass/volume] in Gastric fluid,Pentobarbital [Mass/volume] in Gastric fluid,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
72635-6,Pentobarbital [Mass/volume] in Saliva (oral fluid) by Confirmatory method,Pentobarbital [Mass/volume] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
3924-8,Pentobarbital [Mass/volume] in Serum or Plasma,Pentobarbital [Mass/volume] in Serum or Plasma,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
35630-3,Pentobarbital [Mass/volume] in Serum or Plasma by Screen method,Pentobarbital [Mass/volume] in Serum or Plasma by Screen method,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
82969-7,"Pentobarbital [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","Pentobarbital [Mass/volume] in Serum, Plasma or Blood by Confirmatory method",1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
3926-3,Pentobarbital [Mass/volume] in Urine,Pentobarbital [Mass/volume] in Urine,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
16240-4,Pentobarbital [Mass/volume] in Urine by Confirmatory method,Pentobarbital [Mass/volume] in Urine by Confirmatory method,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
32103-4,Pentobarbital [Moles/volume] in Serum or Plasma,Pentobarbital [Moles/volume] in Serum or Plasma,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
57866-6,Pentobarbital [Moles/volume] in Unspecified specimen,Pentobarbital [Moles/volume] in Unspecified specimen,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
12488-3,Pentobarbital [Presence] in Gastric fluid,Pentobarbital [Presence] in Gastric fluid,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
72630-7,Pentobarbital [Presence] in Saliva (oral fluid) by Confirmatory method,Pentobarbital [Presence] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
3923-0,Pentobarbital [Presence] in Serum or Plasma,Pentobarbital [Presence] in Serum or Plasma,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
12499-0,Pentobarbital [Presence] in Stool,Pentobarbital [Presence] in Stool,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
32104-2,Pentobarbital [Presence] in Unspecified specimen,Pentobarbital [Presence] in Unspecified specimen,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
3925-5,Pentobarbital [Presence] in Urine,Pentobarbital [Presence] in Urine,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
16193-5,Pentobarbital [Presence] in Urine by Confirmatory method,Pentobarbital [Presence] in Urine by Confirmatory method,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
19655-0,Pentobarbital [Presence] in Urine by Screen method,Pentobarbital [Presence] in Urine by Screen method,1,Laboratory,Pentobarbital|ANYProp|ANYTm|ANYSys|ANYMeth,0
60151-8,Pentobarbital [Mass/volume] in Blood,Pentobarbital [Mass/volume] in Blood,1,Laboratory,Pentobarbital|MCnc|Pt|ANYBldSerPlas,0
3924-8,Pentobarbital [Mass/volume] in Serum or Plasma,Pentobarbital [Mass/volume] in Serum or Plasma,1,Laboratory,Pentobarbital|MCnc|Pt|ANYBldSerPlas,0
60154-2,Pentoxifylline [Mass/volume] in Blood,Pentoxifylline [Mass/volume] in Blood,1,Laboratory,Pentoxifylline|MCnc|Pt|ANYBldSerPlas,0
10892-8,Pentoxifylline [Mass/volume] in Serum or Plasma,Pentoxifylline [Mass/volume] in Serum or Plasma,1,Laboratory,Pentoxifylline|MCnc|Pt|ANYBldSerPlas,0
2735-9,Pepsinogen [Mass/volume] in Blood,Pepsinogen [Mass/volume] in Blood,1,Laboratory,Pepsinogen|MCnc|Pt|ANYBldSerPlas,0
2739-1,Pepsinogen [Mass/volume] in Serum or Plasma,Pepsinogen [Mass/volume] in Serum or Plasma,1,Laboratory,Pepsinogen|MCnc|Pt|ANYBldSerPlas,0
60156-7,Perfluorooctanoate [Mass/volume] in Blood,Perfluorooctanoate [Mass/volume] in Blood,1,Laboratory,Perfluorooctanoate|MCnc|Pt|ANYBldSerPlas,0
60157-5,Perfluorooctanoate [Mass/volume] in Serum or Plasma,Perfluorooctanoate [Mass/volume] in Serum or Plasma,1,Laboratory,Perfluorooctanoate|MCnc|Pt|ANYBldSerPlas,0
60158-3,Pergolide [Mass/volume] in Blood,Pergolide [Mass/volume] in Blood,1,Laboratory,Pergolide|MCnc|Pt|ANYBldSerPlas,0
11248-2,Pergolide [Mass/volume] in Serum or Plasma,Pergolide [Mass/volume] in Serum or Plasma,1,Laboratory,Pergolide|MCnc|Pt|ANYBldSerPlas,0
79446-1,Pericyazine [Mass/volume] in Serum or Plasma,Pericyazine [Mass/volume] in Serum or Plasma,1,Laboratory,Pericyazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
57867-4,Pericyazine [Moles/volume] in Unspecified specimen,Pericyazine [Moles/volume] in Unspecified specimen,1,Laboratory,Pericyazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
60160-9,Perphenazine [Mass/volume] in Blood,Perphenazine [Mass/volume] in Blood,1,Laboratory,Perphenazine|MCnc|Pt|ANYBldSerPlas,0
3927-1,Perphenazine [Mass/volume] in Serum or Plasma,Perphenazine [Mass/volume] in Serum or Plasma,1,Laboratory,Perphenazine|MCnc|Pt|ANYBldSerPlas,0
13020-3,Pesticides [Identifier] in Blood,Pesticides [Identifier] in Blood,1,Laboratory,Pesticides|Prid|Pt|ANYBldSerPlas,0
13019-5,Pesticides [Identifier] in Serum or Plasma,Pesticides [Identifier] in Serum or Plasma,1,Laboratory,Pesticides|Prid|Pt|ANYBldSerPlas,0
33254-4,pH of Arterial blood adjusted to patient's actual temperature,pH of Arterial blood adjusted to patient's actual temperature,1,Laboratory,pH^^adjusted to patient's actual temperature|LsCnc|Pt|ANYBldSerPlas,0
49701-6,pH of Blood adjusted to patient's actual temperature,pH of Blood adjusted to patient's actual temperature,1,Laboratory,pH^^adjusted to patient's actual temperature|LsCnc|Pt|ANYBldSerPlas,0
39485-8,pH of Capillary blood adjusted to patient's actual temperature,pH of Capillary blood adjusted to patient's actual temperature,1,Laboratory,pH^^adjusted to patient's actual temperature|LsCnc|Pt|ANYBldSerPlas,0
50980-2,pH of Mixed venous blood adjusted to patient's actual temperature,pH of Mixed venous blood adjusted to patient's actual temperature,1,Laboratory,pH^^adjusted to patient's actual temperature|LsCnc|Pt|ANYBldSerPlas,0
39486-6,pH of Venous blood adjusted to patient's actual temperature,pH of Venous blood adjusted to patient's actual temperature,1,Laboratory,pH^^adjusted to patient's actual temperature|LsCnc|Pt|ANYBldSerPlas,0
2744-1,pH of Arterial blood,pH of Arterial blood,1,Laboratory,pH|LsCnc|Pt|ANYBldSerPlas,0
11558-4,pH of Blood,pH of Blood,1,Laboratory,pH|LsCnc|Pt|ANYBldSerPlas,0
2745-8,pH of Capillary blood,pH of Capillary blood,1,Laboratory,pH|LsCnc|Pt|ANYBldSerPlas,0
19213-8,pH of Mixed venous blood,pH of Mixed venous blood,1,Laboratory,pH|LsCnc|Pt|ANYBldSerPlas,0
2753-2,pH of Serum or Plasma,pH of Serum or Plasma,1,Laboratory,pH|LsCnc|Pt|ANYBldSerPlas,0
2746-6,pH of Venous blood,pH of Venous blood,1,Laboratory,pH|LsCnc|Pt|ANYBldSerPlas,0
53651-6,pH of 2 hour Urine,pH of 2 hour Urine,1,Laboratory,pH|LsCnc|Urine,0
27378-9,pH of 24 hour Urine,pH of 24 hour Urine,1,Laboratory,pH|LsCnc|Urine,0
50897-8,pH of 24 hour Urine by Test strip,pH of 24 hour Urine by Test strip,1,Laboratory,pH|LsCnc|Urine,0
53652-4,pH of 4 hour Urine,pH of 4 hour Urine,1,Laboratory,pH|LsCnc|Urine,0
2756-5,pH of Urine,pH of Urine,1,Laboratory,pH|LsCnc|Urine,0
50560-2,pH of Urine by Automated test strip,pH of Urine by Automated test strip,1,Laboratory,pH|LsCnc|Urine,0
5803-2,pH of Urine by Test strip,pH of Urine by Test strip,1,Laboratory,pH|LsCnc|Urine,0
60161-7,Phenacemide [Mass/volume] in Blood,Phenacemide [Mass/volume] in Blood,1,Laboratory,Phenacemide|MCnc|Pt|ANYBldSerPlas,0
11249-0,Phenacemide [Mass/volume] in Serum or Plasma,Phenacemide [Mass/volume] in Serum or Plasma,1,Laboratory,Phenacemide|MCnc|Pt|ANYBldSerPlas,0
3929-7,Phenacetin [Mass/volume] in Serum or Plasma,Phenacetin [Mass/volume] in Serum or Plasma,1,Laboratory,Phenacetin|ANYProp|ANYTm|ANYSys|ANYMeth,0
55565-6,Phenacetin [Moles/volume] in Serum or Plasma,Phenacetin [Moles/volume] in Serum or Plasma,1,Laboratory,Phenacetin|ANYProp|ANYTm|ANYSys|ANYMeth,0
12368-7,Phenacetin [Presence] in Urine,Phenacetin [Presence] in Urine,1,Laboratory,Phenacetin|ANYProp|ANYTm|ANYSys|ANYMeth,0
3930-5,Deprecated Phenacetin [Mass/volume] in Serum or Plasma,Deprecated Phenacetin [Mass/volume] in Serum or Plasma,1,Laboratory,Phenacetin|MCnc|Pt|ANYBldSerPlas,0
3929-7,Phenacetin [Mass/volume] in Serum or Plasma,Phenacetin [Mass/volume] in Serum or Plasma,1,Laboratory,Phenacetin|MCnc|Pt|ANYBldSerPlas,0
3933-9,Phenazocine [Mass/time] in 24 hour Urine,Phenazocine [Mass/time] in 24 hour Urine,1,Laboratory,Phenazocine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3932-1,Phenazocine [Mass/volume] in Urine,Phenazocine [Mass/volume] in Urine,1,Laboratory,Phenazocine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3931-3,Phenazocine [Presence] in Urine,Phenazocine [Presence] in Urine,1,Laboratory,Phenazocine|ANYProp|ANYTm|ANYSys|ANYMeth,0
10370-5,Phencyclidine [Mass/mass] in Hair,Phencyclidine [Mass/mass] in Hair,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
26859-9,Phencyclidine [Mass/mass] in Meconium,Phencyclidine [Mass/mass] in Meconium,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
26829-2,Phencyclidine [Mass/mass] in Meconium by Screen method,Phencyclidine [Mass/mass] in Meconium by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8227-1,Phencyclidine [Mass/volume] in Gastric fluid,Phencyclidine [Mass/volume] in Gastric fluid,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8231-3,Phencyclidine [Mass/volume] in Meconium,Phencyclidine [Mass/volume] in Meconium,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
26994-4,Phencyclidine [Mass/volume] in Milk,Phencyclidine [Mass/volume] in Milk,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
72765-1,Phencyclidine [Mass/volume] in Saliva (oral fluid) by Confirmatory method,Phencyclidine [Mass/volume] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3934-7,Phencyclidine [Mass/volume] in Serum or Plasma,Phencyclidine [Mass/volume] in Serum or Plasma,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8239-6,Phencyclidine [Mass/volume] in Unknown substance,Phencyclidine [Mass/volume] in Unknown substance,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
10915-7,Phencyclidine [Mass/volume] in Unspecified specimen,Phencyclidine [Mass/volume] in Unspecified specimen,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3937-0,Phencyclidine [Mass/volume] in Urine,Phencyclidine [Mass/volume] in Urine,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
16254-5,Phencyclidine [Mass/volume] in Urine by Confirmatory method,Phencyclidine [Mass/volume] in Urine by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
72825-3,Phencyclidine [Mass/volume] in Urine by Screen method,Phencyclidine [Mass/volume] in Urine by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27356-5,Phencyclidine [Mass/volume] in Vitreous fluid,Phencyclidine [Mass/volume] in Vitreous fluid,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
59956-3,Phencyclidine [Moles/volume] in Serum or Plasma,Phencyclidine [Moles/volume] in Serum or Plasma,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
57869-0,Phencyclidine [Moles/volume] in Unspecified specimen,Phencyclidine [Moles/volume] in Unspecified specimen,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
52951-1,Phencyclidine [Moles/volume] in Urine,Phencyclidine [Moles/volume] in Urine,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
58042-3,Phencyclidine [Presence] in Blood by Confirmatory method,Phencyclidine [Presence] in Blood by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
51692-2,Phencyclidine [Presence] in Blood by Screen method,Phencyclidine [Presence] in Blood by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8228-9,Phencyclidine [Presence] in Gastric fluid,Phencyclidine [Presence] in Gastric fluid,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8229-7,Phencyclidine [Presence] in Gastric fluid by Confirmatory method,Phencyclidine [Presence] in Gastric fluid by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8230-5,Phencyclidine [Presence] in Gastric fluid by Screen method,Phencyclidine [Presence] in Gastric fluid by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
40394-9,Phencyclidine [Presence] in Hair,Phencyclidine [Presence] in Hair,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
40807-0,Phencyclidine [Presence] in Hair by Screen method,Phencyclidine [Presence] in Hair by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8232-1,Phencyclidine [Presence] in Meconium,Phencyclidine [Presence] in Meconium,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8233-9,Phencyclidine [Presence] in Meconium by Confirmatory method,Phencyclidine [Presence] in Meconium by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8234-7,Phencyclidine [Presence] in Meconium by Screen method,Phencyclidine [Presence] in Meconium by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
74660-2,Phencyclidine [Presence] in Saliva (oral fluid) by Confirmatory method,Phencyclidine [Presence] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
40808-8,Phencyclidine [Presence] in Saliva (oral fluid) by Screen method,Phencyclidine [Presence] in Saliva (oral fluid) by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3935-4,Phencyclidine [Presence] in Serum or Plasma,Phencyclidine [Presence] in Serum or Plasma,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8235-4,Phencyclidine [Presence] in Serum or Plasma by Confirmatory method,Phencyclidine [Presence] in Serum or Plasma by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8236-2,Phencyclidine [Presence] in Serum or Plasma by Screen method,Phencyclidine [Presence] in Serum or Plasma by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
12355-4,Phencyclidine [Presence] in Stool,Phencyclidine [Presence] in Stool,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8240-4,Phencyclidine [Presence] in Unknown substance,Phencyclidine [Presence] in Unknown substance,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8241-2,Phencyclidine [Presence] in Unknown substance by Confirmatory method,Phencyclidine [Presence] in Unknown substance by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8242-0,Phencyclidine [Presence] in Unknown substance by Screen method,Phencyclidine [Presence] in Unknown substance by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
32107-5,Phencyclidine [Presence] in Unspecified specimen,Phencyclidine [Presence] in Unspecified specimen,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3936-2,Phencyclidine [Presence] in Urine,Phencyclidine [Presence] in Urine,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
14311-5,Phencyclidine [Presence] in Urine by Confirm method >20 ng/mL,Phencyclidine [Presence] in Urine by Confirm method >20 ng/mL,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
18392-1,Phencyclidine [Presence] in Urine by Confirmatory method,Phencyclidine [Presence] in Urine by Confirmatory method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8237-0,Phencyclidine [Presence] in Urine by SAMHSA confirm method,Phencyclidine [Presence] in Urine by SAMHSA confirm method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
8238-8,Phencyclidine [Presence] in Urine by SAMHSA screen method,Phencyclidine [Presence] in Urine by SAMHSA screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
19659-2,Phencyclidine [Presence] in Urine by Screen method,Phencyclidine [Presence] in Urine by Screen method,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
14310-7,Phencyclidine [Presence] in Urine by Screen method >25 ng/mL,Phencyclidine [Presence] in Urine by Screen method >25 ng/mL,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27131-2,Phencyclidine [Presence] in Vitreous fluid,Phencyclidine [Presence] in Vitreous fluid,1,Laboratory,Phencyclidine|ANYProp|ANYTm|ANYSys|ANYMeth,0
26711-2,Phendimetrazine [Mass/mass] in Meconium,Phendimetrazine [Mass/mass] in Meconium,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27303-7,Phendimetrazine [Mass/mass] in Stool,Phendimetrazine [Mass/mass] in Stool,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3941-2,Phendimetrazine [Mass/time] in 24 hour Urine,Phendimetrazine [Mass/time] in 24 hour Urine,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27102-3,Phendimetrazine [Mass/volume] in Milk,Phendimetrazine [Mass/volume] in Milk,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3938-8,Phendimetrazine [Mass/volume] in Serum or Plasma,Phendimetrazine [Mass/volume] in Serum or Plasma,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
29613-7,Phendimetrazine [Mass/volume] in Serum or Plasma by Confirmatory method,Phendimetrazine [Mass/volume] in Serum or Plasma by Confirmatory method,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3940-4,Phendimetrazine [Mass/volume] in Urine,Phendimetrazine [Mass/volume] in Urine,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27178-3,Phendimetrazine [Mass/volume] in Vitreous fluid,Phendimetrazine [Mass/volume] in Vitreous fluid,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3939-6,Phendimetrazine [Presence] in Urine,Phendimetrazine [Presence] in Urine,1,Laboratory,Phendimetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
26712-0,Phenmetrazine [Mass/mass] in Meconium,Phenmetrazine [Mass/mass] in Meconium,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27290-6,Phenmetrazine [Mass/mass] in Stool,Phenmetrazine [Mass/mass] in Stool,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3946-1,Phenmetrazine [Mass/time] in 24 hour Urine,Phenmetrazine [Mass/time] in 24 hour Urine,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27101-5,Phenmetrazine [Mass/volume] in Milk,Phenmetrazine [Mass/volume] in Milk,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3943-8,Phenmetrazine [Mass/volume] in Serum or Plasma,Phenmetrazine [Mass/volume] in Serum or Plasma,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
29614-5,Phenmetrazine [Mass/volume] in Serum or Plasma by Confirmatory method,Phenmetrazine [Mass/volume] in Serum or Plasma by Confirmatory method,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3945-3,Phenmetrazine [Mass/volume] in Urine,Phenmetrazine [Mass/volume] in Urine,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
20555-9,Phenmetrazine [Mass/volume] in Urine by Confirmatory method,Phenmetrazine [Mass/volume] in Urine by Confirmatory method,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
27250-0,Phenmetrazine [Mass/volume] in Vitreous fluid,Phenmetrazine [Mass/volume] in Vitreous fluid,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
43177-5,Phenmetrazine [Presence] in Hair by Screen method,Phenmetrazine [Presence] in Hair by Screen method,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
3944-6,Phenmetrazine [Presence] in Urine,Phenmetrazine [Presence] in Urine,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
16220-6,Phenmetrazine [Presence] in Urine by Confirmatory method,Phenmetrazine [Presence] in Urine by Confirmatory method,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
19662-6,Phenmetrazine [Presence] in Urine by Screen method,Phenmetrazine [Presence] in Urine by Screen method,1,Laboratory,Phenmetrazine|ANYProp|ANYTm|ANYSys|ANYMeth,0
